rating,ulasan,tanggal,nama_pengguna
negatif,"Aplikasi gak jelas kebanyakan loading, tolong lah berbenah !!, dari pihak kesehatan diarahkan mengisi data online, jangan kan ngisi data online buat login aja susah gak bisa sama sekali aplikasi gak jelas kebanyakan loading gak bisa diakses sama sekali untuk login",28 Februari 2025,Ricky Irwayan
negatif,"verifikasi nomor telpon nya sangat lah lama, tidak ada respon sama sekali, padahal aplikasi 200 an MB, sangat menjengkelkan saat daftar peserta baru...verifikasi lama...ngga jelas kapan di balas nya, satu jam lebih menunggu otp balasan tapi kunjung keluar notif nya, bahkan di ulang lagi di waktu sore pun tetap sama, apa lah developer nya ngga jelas!!!",9 April 2025,Aji Ati
negatif,"Ini apk apaan sih!!! bukannya membantu rakyat malah mempersulit udh bagus dulu kalau berobat ke faskes satu cukup daftar offline aja lsng di proses tp skrng aneh masyarakat di haruskan daftar online klau berobat mending klau apk jkn mobilenya bagus & lancar, tp ini apk jelek bngt masa aku udh berhasil terdaftar di jkn mobile tp ngga bs login padahal sinyal bagus, nmr nik & pasword udh bnr semua ttp ngga bs login, gara gara aturan ini aku ngga dpt kuota berobat ke poli gigi, brengsekkk.",13 Maret 2025,Pengguna Google
negatif,"aplikasi apa'an ini,masa setiap mau kontrol harus di download lagi,Manding klu langsung bisa,daftar nya juga susah ,hidup sudah sulit di tambah makin sulit..",20 April 2025,Muhayar Ahyar
negatif,"email nya ini yg baru pas mau kirim kartu ke email yg dulu , waduh gimana neh???? status masih terus non aktif walaupun gada tagihan, pdhl apa susahnya lsg update pas sudah terbayar semua tunggakkan, pas nlp call center disuruh uninstall terlebih dahulu baru install ulang, tetep aja status non aktif sama email nya ga update, dari profil data email sudah bener pas kirim kartu peserta ke kirim email yg dulu , bahaya kalo gini",21 Maret 2025,Luthfi Novizar
negatif,"aplikasi GK jelas sumpah, buat verifikasi aja gak bisa² padahal nomor udah ada, jaringan juga udah bagus, verifikasi 5juga gak jelas banget udah terang, sinyal bagus, dan didalam kotaknya tapi tetep aja nggak berhasil, gak jelas banget emang",6 April 2025,Muhammad shahab 0902
negatif,"abis ganti hp mau masuk lagi gak bisa karna lupa passwordnya mau di ganti pake menu ""lupa password"" tp gak dateng dateng kode verifikasinya, udah berbulan bulan di coba terus lagi dan lagi dicoba tp masih tetep aja gitu,masuk pake menu 'daftar' juga gak bisa karna udah ada akunnya, kalau dikata sinyal juga udah oke mau pake data atau wifi juga tetep aja gitu, gimana dong?",25 April 2025,Yusrina HF
negatif,"Kalau ada bintang 0 bakalan saya kasih 0 sih ini... verifikasi ga bisa-bisa, malah bilangnya pulsa kurang padahal banyak, bilang lagi nomer salah padahal benar. Kalau bikin aplikasi itu yang memudahkan dong, kasian orang-orang yang gaptek. Udah regulasi dari faskes harus daftar di JKN Mobile tapi giliran mau download dipersulit di verifikasi.... hadehhhhh payah banget",10 April 2025,Fitri Setyaningsih
negatif,"gak bisa verifikasi wajah waktu daftar, padahal wifi lancar, pencahayaan juga bagus. Verifikasi nomor handphone Kode OTP nya gak ke kirim kirim lewat sms, padahal nomor udah benar dan aktif.",20 Februari 2025,Fathimah Ella
negatif,udahlah tutup aja tuh aplikasi mau daftar aja ribet yang paling pusing otp kok gak di kirim kirim padahal udah minta 5x pengiriman ulang dan no nya pun gak salah. mending tutup aja dulu tuh perbaiki sistemnya banyak bug. aplikasi pemerintah kok kayak gini gak profesional banget,24 April 2025,Paisal 8015
negatif,"Ini gimana sih aplikasinya error terus, udh berkali-kali nunggu kode otp no telp tetep ngga dikirim-kirim, aplikasi macam apa ini? Hanya sekedar formalitas saja kah? Server slow respon, bukannya untuk mempermudah via online tapi dipersulit pendaftarannya Tolong lah dibenahi lagi kode otp no telp, alasan sinyal lah ini lah itu lah, kalo ngga niat buat aplikasi untuk mempermudah BPJS ngga usah dibuat, setidaknya kritikan-kritikan seperti ini untuk membenahi aplikasi berjalan dengan lebih baik!!",14 Maret 2025,Royis
negatif,"susah banget buat verifikasi wajah. berkali² ttep aja gagal. giliran bener kode otp nya yt bermasalah padahal udah di coba berulang kali. sinyal lancar, kuota juga masih banyak. dibenerin lagi dong ini, gimana sih. serba online tapi kualitas apk nya ampas begini. pantes orang² pada complain",15 Maret 2025,nopianti pebrianta
negatif,"Applikasi ga jelas n ga bisa gercep..ini aplikasi yg berhubungan dengan keselamatan dan nyawa seseorang, tp implementasi aplikasi nya kacau..klik info iuran dan virtual account, malah maintenance terus. Sinyal bagus, kuota aman, pake wifi jg mash aja tidak terkoneksi internet 🥴😤.heran saya, IT nya kerja nya gmn?..nunggu balasan tentang pengaduan lewat email, dah lebih dari 2 hari ga da yg masuk jg informasinya...yg kasih rating bintang 5, saya bingung gmn penilaian nya?🤔",26 Februari 2025,Andri Byaz
negatif,saya mau masuk apk nya sy lupa password minta otp melalui SMS ga bisa minta via email ga bisa juga..malah disuruh hub PANDAWA..tolong diperbaiki sistem apk nya.. masyarakat udah susah malah tambah dibikin susah..parah,12 Maret 2025,Mul Efendi
negatif,"kenapa aplikasi ini OTP nya lama 300 detik, dan 10 kali kirim ulang tidak juga muncul OTP nya. biasanya OTP itu dikrim hanya dalam beberapa detik. apakah OTP nya dikirim manual oleh operator.",10 April 2025,fadli syar'ie
negatif,1. Aplikasi sering logout sendiri 2. Aplikasi lelet padahal koneksi jaringan sudah bagus 3. Sering terjadi error Pemerintah kalau bikin aplikasi apalagi untuk pelayanan publik mestinya lebih niat lah 😠,19 Februari 2025,Rooster Inc
negatif,"Saya lumayan kecewa untuk bagian pendaftaran PIN kenapa meski hanya lewat SMS doang, jadinya kami yg hilang kartunya susah untuk masukan pin.. 🙏 Mohon diperbaiki/atau tambahkan fitur WA dan Email mungkin supaya mudah🙏 trimakasih",4 Maret 2025,Tuan Sani
negatif,saya bingung apa gunanya menu rujukan kalo kita sudah pilih dokter dan ada nomor antrian. Harusnya bisa langsung scan barcode aja kayak kita beli tiket nonton film. Tapi fitur scan barcode ini malah gak berfungsi. Pasien datang harus daftar di mesin APM. Gimana kalo pasiennya berkebutuhan khusus. Sangat repot.,14 April 2025,Rifqa Khairunnisa Putri
negatif,"apknya sangatt2 mempersulit hidup. Sudah ratusan kali saya coba daftar, gagal terus di pengiriman otp no. HP. keterangan tertulis jaringan jelekk, padahal jaringan saya aman2 aja. 🤬🤬",28 April 2025,rider
negatif,"Sebagai aplikasi layanan publik yang dimana digunakan secara masif secara nasional, JKN Mobile sangat tidak mendukung kepraktisan dan cenderung tidak fleksibel. Masalah cenderung terletak pada pendaftaran atau pembuatan akun, yang dimana merupakan langkah awal dari penggunaan akun. Jika diawal saja sudah bermasalah/susah bagaimana orang mau memakainya. Contoh saja seperti verifikasi nomor handphone, sudah menggunakan 3 nomor handphone berbeda namun kode otp tidak juga terkirim.",9 April 2025,Manisah Buntu
negatif,"Repoooot mau verifikasi wajah saja susah banget, trus ada yg dapat balasan di suruh screen shoot masalahnya, di suruh kirim ke carecenter sama saja harus daftar lagi, sebenarnya apa sih GUNANYA aplikasi ini di buat kalo menyusahkan. Tidak ada perbaikan sama sekali. Seharusnya ada pengaduan langsung d atasi, kan sudah banyak itu yang mengeluh tentang masalah verifikasi wajah, malah di suruh ngadu k aplikasi lain.",20 Februari 2025,Muhammad “Andra” Alifiandra
negatif,"apk apa ini susah banget untuk daftar, padahal mau usg aja harus ambil nomor antrean pake apk, tapi daftar aja susah banget, kode otp ngk masuk² padahal jaringan aman aja mana bentar lagi mau operasi, tapi daftar ngk bisa2",22 Maret 2025,viza findia
negatif,"parah, ga diurus kayaknya, ga heran sih,hapus sajalah,ngapain pake app online kalo bisa dipakenya cuman dari jam 8 lebih sampai jam 3 doang langsung ajah datang ke tempatnya, tetep juga ujung ujungnya selalu dilakukan di tempat ko.",16 April 2025,ARUS Caretsplus
negatif,"aplikasi apaan udah masuk buat bagus"", keluar lagi mau masukan gabisa akun belum terdaftar. giliran daftar ulang keluar lagi dari aplikasi. nomor juga gabisa di pake katanya udah ada pengguna. apaan si gajelas bgt",7 April 2025,Mardiana Sukma Ayu
negatif,"Untuk daftar online rujukannya ke RSI Madiun aja susah dijawab oleh pihak RSI Madiun adalah : ""mohon maaf bapak/ibu di aplikasi MJKN memang masih banyak kendala, kalau sudah kegagalan simpan data bisanya langsung daftar datang saja nggih"". Lalu untuk apa kalau harus datang secara offline ke RSI nya harus pagi pula jam 06:00 untuk daftarnya, kalau dekat nggak masalah, apa tidak mikir kalau jauh lokasi RSI Madiunnya.",3 April 2025,indra abadi
positif,"Aplikasinya lumayan bagus, membantu saat pergi ke rujukan tingkat lanjut, bisa lihat info riwayat pelayanan juga. Tapi, yang bikin saya kesel kenapa maksa banget harus ganti PIN tiap bulan. Saran saya jangan maksa, terserah pada pengguna saja ingin mengganti PIN kapan, jangan tiap bulan.",24 Februari 2025,D Anggraeni
negatif,"Gmana si ini, mau verifikasi katanya kode otpnya dikirim via sms tpi udah berulang kali bahkan berhari-hari gaada yg masuk tu. Padahal sudah saya cek berulang kali kalau nomor sudah benar/sesuai dan sinyal data bagus tanpa gangguan. Mana daftar kontrol harus lewat mobile jkn lagi, tapi aplikasinya kaya gini duhh",25 Maret 2025,Gajah Kurus
positif,"kenapa ya tiap rujukan ga pernah langsung ke input? saat rujukan pertama ke input, tapi setelah itu untuk kontrol beberapa kali ga pernah terdata jadinya disuruh daftar manual aja di rs, kalau daftar manual ngapain download aplikasinya?",9 April 2025,Elva Wati
negatif,apk nya awalnya bagus walau pun susah daftarnya terus setelah beberapa bulan ga di gunain ga bisa di gunain lagi suruh verifikasi akun sedangkan ga di kasih arahan verifikasi akun nya sama apk nya terus ga ada tempat verifikasi nya ini gimana sih masa iya SEKALI PAKAI AJA???,17 April 2025,Siti Salwa
negatif,"kok bobrok sekali aplikasi mobile jkn ini, kita daftar nomor telfon balasan nomor verifikasi berjam-jam tidak bisa-bisa hallo kalian yang disana sedang ngapain...? jangan nyusahin rakyatlah mending berobat seperti dulu tidak ribet...!! jangan kalian bilang jaringan wiffi tidak bagus yaa wiffi kami sangat bagus signalnya...!!",19 Maret 2025,Mustaqim taqim
negatif,"Verifikasi wajah susah bgt gak bisa terus, pdhl dah sesuai instruksi. Kode otp jg gak dikirim2 pdhl nomernya ada pulsanya, jaringan jg lancar. Bolak balik sama aja. Mau alasan apa lagi? Kalau aplikasinya blm siap gak usah ribet bikin aplikasi aja.",22 Maret 2025,Andi Pradana Putra
negatif,"aplikasi ga jelas. buka aplikasi suruh login karena sesinya habis, pas mau login malah gabisa karena password dan NIK salah. padahal itu udah bener datanya. Tolong dong sistemnya diperjelas.",8 April 2025,Heni Suci Arti
negatif,"Buat login aja lama meskipun jaringannya bagus, pas udh masuk apk masak beberapa menit udh logout sendiri jadi harus login ulang terus terusan, baru skg nemu aplikasi seribet ini.",21 April 2025,Yota Prafa
negatif,"Pendaftaran sulit,verifikasi wajah gagal terus padahal keadaan terang,jaringan bagus dan otp gak masuk masuk,mending gausah sediain versi mobilenya.",13 Maret 2025,imam imam
positif,Kenapa ya setiap kali mau masuk mobile jkn tidak bisa. Berulang2 dicoba masih tetap sama hasilnya. Malah waktu dapat nomor verifikasi di-sms terpotong pulsa. Ini mobile jkn bikin habis pulsa. Mau pakai berobat BPJS jadinya gak bisa dan malah dibilang no hp dan email tidak aktif. Ini aplikasinya eror. Sudah diinstal ulang dan hp direstart masih tidak bisa masuk. Mohon diperbaiki demi kelancaran aplikasi mobile jkn supaya bisa dipakai. Terima kasih,9 Maret 2025,Tanny Tjiang
negatif,"Kemarin daftar bisa, tapi sekarang tiba2 keluar sendri dan pas mau masuk lagi kok gak bisa, NIK salah padahal sudah benar, di coba berulang2 tetap salah, ini gimana ya aplikasinya. Minta tolong dong di perbaiki aplikasinya",1 Maret 2025,Dini Nurhayati
negatif,"Apalah ini aplikasi . Padahal udah di tempat terang masih aja ga bisa verifikasi wajah . Tolong lah kalo emang aplikasi belum matang gak usah biru buru dirilis publik. Tujuan online biar memudahkan il, ini malah menyusahkan. Cuma mau buat akun jkn mobile loh masa harus ke kantor terdekat",20 Februari 2025,Restu Yudha Supriyo
negatif,"susah buat verifikasi akun, mau verifikasi lewat email gak bisa harus pake sms, nyoba lewat sms gak bisa karna nomornya kosong, mau masukin nomor di perubahan data harus terverifikasi dulu akunnya, gitu aja terus verifikasi wajah gagal terus, padahal udah di tempat yg cahayanya bagus, gak pake kacamata atau masker juga malah dipersulit",7 April 2025,maulanamuhamad
negatif,"ini aplikasi ribet banget, mau daftar pun kode verifikasi gak muncul"" udah lewat email malah di minta lagi lewat no hp. dan lagi lagi gak muncul kode nya. tolong lah kalo verifikasi no HP gak bisa, minimal pake email bisa udah. lagian gak muncul"" kode nya sembunyi dimana",14 April 2025,Gerry Aprilianto
negatif,"aplikasi eror, pas mau ambil antrian di faskes rujukan mesti masukin nomor hp dulu udh gitu verifikasi lewat SMS, hey! hari gini masih pake SMS?? mana lama bgt lagi nunggu SMS masuknya. setelah udh verifikasi nomor hp malah aplikasinya ngeblak! PARAH!! pas mau ambil antrian lagi muncul notifikasi ""Nomor antrean hanya dapat diambil 1 kali pada tanggal yang sama"" SAYA BELUM DAFTAR, BELUM DAPET NOMOR ANTREAN, BUTUH DI HARI INI JUGA, JADI GAGAL RUJUKAN GARA2 APLIKASI BOBROK!",20 Maret 2025,Fauzi Ramadhani
negatif,"Kenapa sih aplikasi layanan publik gk ada benar semua, mau daftar akun susah bgt harus verifikasi nomor tpi kode nomornya gk ad yg masuk. Lebih mudah pas daftar utbk ini mah walaupun byk persyaratan🥴🤓☝️",25 April 2025,Nur Mokodompis
negatif,"Buka aplikasinya aja gabisa. Kurang dari satu detik sudah FORCE CLOSE. Padahal Ga ada akses root. Opsi developer juga mati. Masih mending aplikasi² bank, pada bisa dibua semuanya. Vendor keamanan aplikasi anda gabisa mikir ya?",23 Februari 2025,Robby Indra
negatif,"Mau daftar online gagal terus. Tidak bisa terhubung ke server. Pdhl jaringan bagus, dipake app lain bisa. Tapi buat daftar gabisa terus. Bukannya memudahkan malah jd memusingkan jd hrs daftar manual ke RS pagi2 bgt :((",10 Maret 2025,asmy retna
negatif,"Aplikasi ga mateng, kalo ga bisa ya kasih vendor yang oke, semua faskes di suruh akses mobile jkn aplikasi belum siap masih ada bug, section login tiba tiba logout padahal ga pernah login di oerangkat lain",20 April 2025,Alfandi Okta
negatif,"aplikasi bukan sebuah solusi malah bikin masalah baru yg bikin stresss, verifikasi yg sangat sulit di lakukan untuk perekaman wajah, jadi kaya orang hila harus senyum dan kedip mata sendiri tapi tetep gagal berkali kali proses..",25 Maret 2025,rumini sadikan
negatif,"Saya mau ganti nomor hp di aplikasi JKN, karena nomor hp yg tertera di situ bukan nomor hp saya.. padahal waktu daftar udah pakai nomor hp yg benar, tapi kok bisa yg muncul justru bukan nomor hp saya.. saat mau ganti, malah muncul keterangan ""No Handphone yang Anda masukkan sudah pernah digunakan oleh Peserta Lain"" Mohon solusi nya ya.. sebelum nanti saya datangi kantor bpjs nya, karena sepertinya aplikasi nya masih belum optimal..",4 April 2025,Sang Penuai Mimpi
negatif,Dengan aplikasi ini dgn mudah mengambil nmr antrian untuk periksa kesehatan tp sayang Aplikasi kalo lama gk di pakai harus instal ulang terus jd gk bisa di pakai secara mendadak......sampe kapan aplikasi ini bisa dgn mudah gk ribet harus instal ulang terus.....,9 April 2025,Ande Lumut
negatif,"Jelek banget app nya, masa kode OTP nya nggak dikirim kirim, padahal data nya udah di nyalain kode OTP buat email sama no telpon apalagi, kgk di kirim kirim gmn mau regis coba...aneh...mending app nya benerin dulu biar gk nyusahin 🙄APLIKASI SAMPAH PERCUMA GW DOWNLOAD BIKIN PENUH MEMO DOANG, verifikasi wajah mau berapa abad pun gak bakal bisa, mau nungguin anime jadi nyata? gabakal bisa kocak aneh🙄",22 April 2025,Billa Annisa
negatif,"Sekeren ini kah aplikasinya 🤓, Mau registrasi verifikasi nomor, gak nongol sama sekali kode nya. Berapa kali coba sampai brp bulan coba registrasi msih belum ada titik cerah. Terpaksa aja pakai layanan ini buat skck doang. Bukan mempermudah, mlah mempersulit bikin persyaratan 🤡. Mending hapus aja layanan, lebih baik offline aj ngurus beginian. Mau maju pakai program beginian, Minimal Sistem Di perbaiki dlu deh jgn asal publish klau bugnya msih bnyk (maksudnya fiturnya). Terimakasih 😵🙏",28 Februari 2025,M Rza
negatif,"Sangat sulit melakukan verifikasi wajah, sudah melakukan berbagai tugas yang di suruh seperti menghadap kanan menghadap kiri, berkedip dan tersenyum. Bahkan penerangan cahaya nya sudah oke. Rumitt nya minta ampun😩",17 Maret 2025,Indri Liana
